family,section_ref,chapter,ledger_status,body,in_v1,category,title
SBC-201,102,1,STUB,frontmatter_only,no,FRONTMATTER_ONLY_OR_STUB,"APPLICABILITY"
SBC-201,103,1,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"CODE COMPLIANCE AGENCY"
SBC-201,104,1,STUB,frontmatter_only,no,FRONTMATTER_ONLY_OR_STUB,"DUTIES AND POWERS OF BUILDING OFFICIAL"
SBC-201,105,1,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"PERMITS"
SBC-201,106,1,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"FLOOR AND ROOF DESIGN LOADS"
SBC-201,107,1,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"SUBMITTAL DOCUMENTS"
SBC-201,108,1,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"TEMPORARY STRUCTURES AND USES"
SBC-201,109,1,STUB,frontmatter_only,no,FRONTMATTER_ONLY_OR_STUB,"FEES"
SBC-201,110,1,STUB,frontmatter_only,no,FRONTMATTER_ONLY_OR_STUB,"INSPECTIONS"
SBC-201,111,1,STUB,frontmatter_only,no,FRONTMATTER_ONLY_OR_STUB,"CERTIFICATE OF OCCUPANCY"
SBC-201,112,1,STUB,frontmatter_only,no,FRONTMATTER_ONLY_OR_STUB,"SERVICE UTILITIES"
SBC-201,113,1,STUB,frontmatter_only,no,FRONTMATTER_ONLY_OR_STUB,"MEANS OF APPEALS"
SBC-201,114,1,STUB,frontmatter_only,no,FRONTMATTER_ONLY_OR_STUB,"VIOLATIONS"
SBC-201,115,1,STUB,frontmatter_only,no,FRONTMATTER_ONLY_OR_STUB,"STOP WORK ORDER"
SBC-201,116,1,STUB,frontmatter_only,no,FRONTMATTER_ONLY_OR_STUB,"UNSAFE STRUCTURES AND EQUIPMENT"
SBC-201,201,2,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"GENERAL"
SBC-201,202,2,STUB,frontmatter_only,no,FRONTMATTER_ONLY_OR_STUB,"DEFINITIONS"
SBC-201,301,3,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"SCOPE."
SBC-201,302,3,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"OCCUPANCY CLASSIFICATION AND USE DESIGNATION"
SBC-201,303,3,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"ASSEMBLY GROUP A"
SBC-201,304,3,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"BUSINESS GROUP B"
SBC-201,305,3,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"EDUCATIONAL GROUP E"
SBC-201,306,3,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"FACTORY GROUP F"
SBC-201,307,3,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"HIGH-HAZARD GROUP H"
SBC-201,308,3,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"INSTITUTIONAL GROUP I"
SBC-201,309,3,STUB,frontmatter_only,no,FRONTMATTER_ONLY_OR_STUB,"MERCANTILE GROUP M"
SBC-201,310,3,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"RESIDENTIAL GROUP R"
SBC-201,311,3,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"STORAGE GROUP S"
SBC-201,312,3,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"UTILITY AND MISCELLANEOUS GROUP U"
SBC-201,401,4,STUB,frontmatter_only,no,FRONTMATTER_ONLY_OR_STUB,"SCOPE"
SBC-201,402,4,STUB,frontmatter_only,no,FRONTMATTER_ONLY_OR_STUB,"COVERED MALL AND OPEN MALL BUILDINGS"
SBC-201,404,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"ATRIUMS"
SBC-201,405,4,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"UNDERGROUND"
SBC-201,406,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"MOTOR-VEHICLE-RELATED OCCUPANCIES"
SBC-201,407,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"GROUP I-2"
SBC-201,408,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"GROUP I-3"
SBC-201,409,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"MOTION PICTURE PROJECTION ROOMS"
SBC-201,410,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"STAGES  PLATFORMS AND TECHNICAL PRODUCTION AREAS"
SBC-201,411,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"SPECIAL AMUSEMENT AREAS"
SBC-201,412,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"AIRCRAFT-RELATED OCCUPANCIES"
SBC-201,413,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"COMBUSTIBLE STORAGE"
SBC-201,414,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"HAZARDOUS MATERIALS"
SBC-201,415,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"GROUPS H-1  H-2  H-3  H-4 AND H-5"
SBC-201,416,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"SPRAY APPLICATION OF FLAMMABLE FINISHES"
SBC-201,417,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"DRYING ROOMS"
SBC-201,418,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"ORGANIC COATINGS"
SBC-201,419,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"ARTIFICIAL DECORATIVE VEGETATION"
SBC-201,420,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"GROUPS I-1  R-1  R-2  R-3 AND R-4"
SBC-201,421,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"HYDROGEN FUEL GAS ROOMS"
SBC-201,422,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"AMBULATORY CARE FACILITIES"
SBC-201,423,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"STORM SHELTERS"
SBC-201,424,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"PLAY STRUCTURES"
SBC-201,425,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"HYPERBARIC FACILITIES"
SBC-201,426,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"COMBUSTIBLE DUSTS  GRAIN PROCESSING AND STORAGE"
SBC-201,427,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"MEDICAL GAS SYSTEMS"
SBC-201,428,4,STUB,frontmatter_only,yes,FRONTMATTER_ONLY_OR_STUB,"HIGHER EDUCATION LABORATORIES"
SBC-201,503,5,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"GENERAL BUILDING"
SBC-201,504,5,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"BUILDING HEIGHT AND"
SBC-201,506,5,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"BUILDING AREA"
SBC-201,601,6,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"GENERAL"
SBC-201,602,6,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"CONSTRUCTION"
SBC-201,702,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"MULTIPLE USE FIRE"
SBC-201,703,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"FIRE-RESISTANCE"
SBC-201,708,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"FIRE PARTITIONS"
SBC-201,716,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"OPENING PROTECTIVES"
SBC-201,913,9,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"FIRE PUMPS"
SBC-201,,10,EXISTS_CANONICAL,verbatim_present,no,CANONICAL_PRIMARY_ONLY,"MAXIMUM FLOOR AREA ALLOWANCES PER OCCUPANT"
SBC-201,,10,EXISTS_CANONICAL,verbatim_present,no,CANONICAL_PRIMARY_ONLY,"MINIMUM NUMBER OF EXITS OR ACCESS TO EXITS PER STORY"
SBC-201,,5,EXISTS_CANONICAL,verbatim_present,no,CANONICAL_PRIMARY_ONLY,"ALLOWABLE BUILDING HEIGHT IN METERS ABOVE GRADE PLANEa"
SBC-201,,5,EXISTS_CANONICAL,verbatim_present,no,CANONICAL_PRIMARY_ONLY,"ALLOWABLE NUMBER OF STORIES ABOVE GRADE PLANEa b"
SBC-201,,5,EXISTS_CANONICAL,verbatim_present,no,CANONICAL_PRIMARY_ONLY,"a  b"
SBC-201,203,2,QUARANTINED,frontmatter_only,no,QUARANTINED_NEEDS_REVIEW,""
SBC-201,204,2,QUARANTINED,frontmatter_only,no,QUARANTINED_NEEDS_REVIEW,""
SBC-201,205,2,QUARANTINED,frontmatter_only,no,QUARANTINED_NEEDS_REVIEW,""
SBC-201,206,2,QUARANTINED,frontmatter_only,no,QUARANTINED_NEEDS_REVIEW,""
SBC-201,207,2,QUARANTINED,frontmatter_only,no,QUARANTINED_NEEDS_REVIEW,""
SBC-201,429,4,QUARANTINED,frontmatter_only,no,QUARANTINED_NEEDS_REVIEW,""
SBC-201,501,5,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"GENERAL"
SBC-201,502,5,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"BUILDING ADDRESS"
SBC-201,505,5,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"MEZZANINES AND"
SBC-201,507,5,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"UNLIMITED AREA"
SBC-201,508,5,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"MIXED USE AND"
SBC-201,509,5,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"INCIDENTAL USES"
SBC-201,510,5,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"SPECIAL PROVISIONS"
SBC-201,603,6,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"COMBUSTIBLE"
SBC-201,701,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"GENERAL"
SBC-201,704,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"FIRE-RESISTANCE"
SBC-201,705,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"EXTERIOR WALLS"
SBC-201,706,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"FIRE WALLS"
SBC-201,707,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"FIRE BARRIERS"
SBC-201,709,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"SMOKE BARRIERS"
SBC-201,710,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"SMOKE PARTITIONS"
SBC-201,711,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"HORIZONTAL"
SBC-201,712,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"VERTICAL OPENINGS"
SBC-201,713,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"SHAFT ENCLOSURES"
SBC-201,714,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"PENETRATIONS"
SBC-201,715,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"FIRE-RESISTANT JOINT"
SBC-201,717,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"DUCTS AND AIR"
SBC-201,718,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"CONCEALED SPACES"
SBC-201,719,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"FIRE-RESISTANCE"
SBC-201,720,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"THERMAL- AND SOUND-"
SBC-201,721,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"PRESCRIPTIVE FIRE"
SBC-201,722,7,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"CALCULATED FIRE"
SBC-201,1001,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"ADMINISTRATION"
SBC-201,1002,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"MAINTENANCE AND"
SBC-201,1003,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"GENERAL MEANS OF"
SBC-201,1004,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"OCCUPANT LOAD"
SBC-201,1005,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"MEANS OF EGRESS"
SBC-201,1006,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"NUMBER OF EXITS"
SBC-201,1007,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"EXIT AND EXIT"
SBC-201,1008,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"MEANS OF EGRESS"
SBC-201,1009,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"ACCESSIBLE MEANS"
SBC-201,1010,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"DOORS  GATES AND"
SBC-201,1011,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"STAIRWAYS"
SBC-201,1012,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"RAMPS"
SBC-201,1013,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"EXIT SIGNS"
SBC-201,1014,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"HANDRAILS"
SBC-201,1015,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"GUARDS"
SBC-201,1016,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"EXIT ACCESS"
SBC-201,1017,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"EXIT ACCESS TRAVEL"
SBC-201,1018,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"AISLES"
SBC-201,1019,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"EXIT ACCESS"
SBC-201,1020,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"CORRIDORS"
SBC-201,1021,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"EGRESS BALCONIES"
SBC-201,1022,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"EXITS"
SBC-201,1023,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"INTERIOR EXIT"
SBC-201,1024,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"EXIT PASSAGEWAYS"
SBC-201,1025,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"LUMINOUS EGRESS"
SBC-201,1026,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"HORIZONTAL EXITS"
SBC-201,1027,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"EXTERIOR EXIT"
SBC-201,1028,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"EXIT DISCHARGE"
SBC-201,1029,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"EGRESS COURTS"
SBC-201,1030,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"ASSEMBLY"
SBC-201,1031,10,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"EMERGENCY ESCAPE"
SBC-201,901,9,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"GENERAL"
SBC-201,902,9,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"FIRE PUMP AND RISER"
SBC-201,903,9,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"AUTOMATIC SPRINKLER"
SBC-201,904,9,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"ALTERNATIVE"
SBC-201,905,9,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"STANDPIPE SYSTEMS"
SBC-201,906,9,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"PORTABLE FIRE"
SBC-201,907,9,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"FIRE ALARM AND"
SBC-201,908,9,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"EMERGENCY ALARM"
SBC-201,909,9,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"SMOKE CONTROL"
SBC-201,910,9,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"SMOKE AND HEAT"
SBC-201,911,9,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"FIRE COMMAND"
SBC-201,912,9,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"FIRE DEPARTMENT"
SBC-201,914,9,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"EMERGENCY"
SBC-201,915,9,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"CARBON MONOXIDE"
SBC-201,916,9,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"DETECTION SYSTEMS"
SBC-201,917,9,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"MASS NOTIFICATION"
SBC-201,918,9,STUB,frontmatter_only,no,FRONTMATTER_ONLY_OR_STUB,"EMERGENCY"
SBC-201,801,8,STUB,frontmatter_only,no,FRONTMATTER_ONLY_OR_STUB,"SCOPE"
SBC-201,802,8,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"GENERAL"
SBC-201,803,8,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"WALL AND CEILING"
SBC-201,804,8,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"INTERIOR FLOOR FINISH"
SBC-201,805,8,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"COMBUSTIBLE"
SBC-201,806,8,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"DECORATIVE"
SBC-201,807,8,STUB,frontmatter_only,no,FRONTMATTER_ONLY_OR_STUB,"INSULATION"
SBC-201,808,8,EXISTS_CANONICAL,verbatim_present,yes,CANONICAL_IN_V1_AND_PRIMARY,"ACOUSTICAL CEILING"
SBC-801,901,9,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"901"
SBC-801,901.2,9,QUARANTINED_UNVERIFIABLE,stub,no,QUARANTINED_NEEDS_REVIEW,"901.2"
SBC-801,901.6,9,QUARANTINED_UNVERIFIABLE,stub,no,QUARANTINED_NEEDS_REVIEW,"901.6"
SBC-801,901.6.2,9,QUARANTINED_UNVERIFIABLE,stub,no,QUARANTINED_NEEDS_REVIEW,"901.6.2"
SBC-801,901.7.1,9,QUARANTINED_UNVERIFIABLE,stub,no,QUARANTINED_NEEDS_REVIEW,"901.7.1"
SBC-801,902,9,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"902"
SBC-801,903,9,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"903"
SBC-801,903.2,9,QUARANTINED_UNVERIFIABLE,stub,no,QUARANTINED_NEEDS_REVIEW,"903.2"
SBC-801,903.3.1.1,9,QUARANTINED_UNVERIFIABLE,stub,no,QUARANTINED_NEEDS_REVIEW,"903.3.1.1"
SBC-801,903.3.1.3,9,QUARANTINED_UNVERIFIABLE,stub,no,QUARANTINED_NEEDS_REVIEW,"903.3.1.3"
SBC-801,904,9,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"904"
SBC-801,904.7,9,QUARANTINED_UNVERIFIABLE,stub,no,QUARANTINED_NEEDS_REVIEW,"904.7"
SBC-801,904.10,9,QUARANTINED_UNVERIFIABLE,stub,no,QUARANTINED_NEEDS_REVIEW,"904.10"
SBC-801,904.13,9,QUARANTINED_UNVERIFIABLE,stub,no,QUARANTINED_NEEDS_REVIEW,"904.13"
SBC-801,905,9,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"905"
SBC-801,906,9,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"906"
SBC-801,907,9,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"907"
SBC-801,907.2.11,9,QUARANTINED_UNVERIFIABLE,stub,no,QUARANTINED_NEEDS_REVIEW,"907.2.11"
SBC-801,907.3,9,QUARANTINED_UNVERIFIABLE,stub,no,QUARANTINED_NEEDS_REVIEW,"907.3"
SBC-801,907.5.2.1.1,9,QUARANTINED_UNVERIFIABLE,stub,no,QUARANTINED_NEEDS_REVIEW,"907.5.2.1.1"
SBC-801,907.5.2.2,9,QUARANTINED_UNVERIFIABLE,stub,no,QUARANTINED_NEEDS_REVIEW,"907.5.2.2"
SBC-801,908,9,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"908"
SBC-801,909,9,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"909"
SBC-801,910,9,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"910"
SBC-801,911,9,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"911"
SBC-801,912,9,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"912"
SBC-801,913,9,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"913"
SBC-801,914,9,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"914"
SBC-801,914.8.3,9,QUARANTINED_UNVERIFIABLE,stub,no,QUARANTINED_NEEDS_REVIEW,"914.8.3"
SBC-801,915,9,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"915"
SBC-801,915.5.1,9,QUARANTINED_UNVERIFIABLE,stub,no,QUARANTINED_NEEDS_REVIEW,"915.5.1"
SBC-801,916,9,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"916"
SBC-801,917,9,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"917"
SBC-801,1001,10,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"1001"
SBC-801,1002,10,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"1002"
SBC-801,1003,10,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"1003"
SBC-801,1004,10,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"1004"
SBC-801,1005,10,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"1005"
SBC-801,1006,10,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"1006"
SBC-801,1006.2.2.1,10,QUARANTINED_UNVERIFIABLE,stub,no,QUARANTINED_NEEDS_REVIEW,"1006.2.2.1"
SBC-801,1007,10,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"1007"
SBC-801,1007.1.1,10,QUARANTINED_UNVERIFIABLE,stub,no,QUARANTINED_NEEDS_REVIEW,"1007.1.1"
SBC-801,1008,10,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"1008"
SBC-801,1009,10,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"1009"
SBC-801,1010,10,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"1010"
SBC-801,1010.1.2.1,10,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"1010.1.2.1"
SBC-801,1010.2.9,10,PRESENT_BUT_NOT_CANONICAL,stub,no,FRONTMATTER_ONLY_OR_STUB,"1010.2.9"
SBC-801,1011,10,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"1011"
SBC-801,1012,10,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"1012"
SBC-801,1013,10,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"1013"
SBC-801,1013.5,10,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"1013.5"
SBC-801,1014,10,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"1014"
SBC-801,1015,10,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"1015"
SBC-801,1016,10,EXISTS_CANONICAL,substantive,yes,CANONICAL_IN_V1_AND_PRIMARY,"1016"
